Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
1730,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,33,1987,16,4,0,0,31,22,3,15,34,26,0,0,0,201,33,34,49.3
1731,James Mcatee,eng ENG,MFFW,Manchester City,eng Premier League,18,2002,0.2,0,0,0,2,0,0,0,1,0,0,0,0,3,1,0,100
1732,Kasey McAteer,eng ENG,FW,Leicester City,eng Premier League,19,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1733,Liam McCarron,sct SCO,FW,Leeds United,eng Premier League,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1734,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17,1,0,0,0,1,0,0,0,0,0,0,0,61,0,0,
1735,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,26,1994,34.3,8,0,0,70,98,0,57,52,61,0,0,0,288,22,15,59.5
1736,Weston McKennie,us USA,MF,Juventus,it Serie A,22,1998,15.2,1,0,0,19,5,0,17,25,17,0,0,0,99,27,29,48.2
1737,Stuart McKinstry,sct SCO,MF,Leeds United,eng Premier League,18,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
1738,Kenny McLean,sct SCO,MF,Norwich City,eng Premier League,29,1992,30.1,3,0,0,23,45,3,26,55,24,0,1,0,229,86,69,55.5
1739,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,21,1999,34.5,1,0,0,22,49,1,111,67,36,0,0,0,272,20,24,45.5
1740,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,24,1996,26.5,9,0,0,58,47,1,8,47,33,0,1,0,286,73,36,67
1741,Gary Medel,cl CHI,DF,Bologna,it Serie A,33,1987,31.4,10,1,1,39,31,1,3,62,18,0,2,0,291,37,34,52.1
1742,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,22,1999,28.8,11,0,0,40,15,0,4,67,52,0,2,0,268,39,37,51.3
1743,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,23,1997,8.6,2,0,0,13,10,0,6,19,12,0,0,0,62,8,14,36.4
1744,Ben Mee,eng ENG,DF,Burnley,eng Premier League,31,1989,20.4,3,0,0,14,8,2,3,35,16,0,0,1,243,92,37,71.3
1745,Admir Mehmedi,ch SUI,MF,Wolfsburg,de Bundesliga,30,1991,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
1746,Hannibal Mejbri,tn TUN,FW,Manchester Utd,eng Premier League,18,2003,0.8,2,0,0,4,0,1,0,1,0,0,0,0,5,0,1,0
1747,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,24,1997,0.2,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0,100
1748,Filippo Melegoni,it ITA,FWMF,Genoa,it Serie A,22,1999,10.9,1,0,0,15,20,2,22,8,11,0,0,0,100,9,30,23.1
1749,Óscar Melendo,es ESP,MFFW,Espanyol,es La Liga,23,1997,11,0,0,0,11,41,0,2,3,7,0,0,0,75,11,18,37.9
1750,Gonzalo Melero,es ESP,MF,Levante,es La Liga,27,1994,18.8,5,0,0,27,31,2,3,15,23,0,0,0,126,22,37,37.3
1751,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,26,1994,20.3,3,0,0,14,23,2,17,32,29,0,0,0,126,18,25,41.9
1752,Arthur Melo,br BRA,MF,Juventus,it Serie A,24,1996,10.7,3,0,0,22,36,0,2,11,14,0,0,0,113,6,10,37.5
1753,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,23,1998,35.8,5,1,1,41,18,5,51,75,42,1,0,1,234,43,36,54.4
1754,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,19,2002,18.4,3,0,0,21,25,1,30,38,25,0,0,0,143,9,12,42.9
1755,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,30,1990,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100
1756,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,29,1992,20.7,3,1,0,25,15,0,3,53,32,0,1,0,217,22,24,47.8
1757,Tomás Mendes,es ESP,MF,Alavés,es La Liga,16,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1758,Brais Méndez,es ESP,MF,Celta Vigo,es La Liga,24,1997,33.6,8,0,0,89,60,9,40,53,38,0,0,0,260,60,59,50.4
1759,Édgar Méndez,es ESP,FWMF,Alavés,es La Liga,31,1990,17.9,6,0,0,55,35,15,48,16,16,0,0,0,107,40,53,43
1760,Arial Mendy,sn SEN,DFFW,Clermont Foot,fr Ligue 1,26,1994,8.8,1,0,0,6,12,0,22,14,7,0,0,0,60,9,9,50
1761,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,21,2000,26.8,5,0,0,57,12,1,6,44,34,0,1,2,217,21,31,40.4
1762,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,27,1994,0.9,0,0,0,3,0,0,4,0,1,0,0,0,7,2,2,50
1763,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34,3,0,0,1,3,0,0,0,0,0,1,0,131,0,0,
1764,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,26,1995,19.3,4,0,0,14,26,3,27,33,16,1,1,0,137,10,18,35.7
1765,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,29,1992,11.5,3,0,0,22,21,0,0,13,12,0,0,0,111,6,10,37.5
1766,Gideon Mensah,gh GHA,DF,Bordeaux,fr Ligue 1,23,1998,13.4,1,1,0,17,5,2,38,28,15,0,2,0,120,17,13,56.7
1767,Jorge Meré,es ESP,DF,Köln,de Bundesliga,24,1997,5.4,2,0,0,5,1,0,1,13,3,0,0,0,61,18,9,66.7
1768,Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,6.9,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,
1769,Fran Mérida,es ESP,MF,Espanyol,es La Liga,31,1990,3,2,1,0,8,6,0,1,3,5,0,0,0,39,1,5,16.7
1770,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,25,1996,32.1,8,0,0,70,73,4,20,37,50,2,1,0,339,117,79,59.7
1771,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,19,2002,21.4,0,0,0,11,6,1,69,41,27,0,0,0,145,8,27,22.9
1772,Martín Merquelanz,es ESP,FW,Rayo Vallecano,es La Liga,26,1995,1.9,0,0,0,2,2,0,4,0,2,0,0,0,15,4,5,44.4
1773,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,it Serie A,24,1997,0.5,0,0,0,0,1,0,0,0,0,0,0,0,5,2,2,50
1774,Dries Mertens,be BEL,FWMF,Napoli,it Serie A,34,1987,15.4,2,0,0,29,24,5,17,7,11,2,0,0,63,4,18,18.2
1775,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,37.6,2,0,0,0,9,0,0,0,0,0,0,0,161,0,0,
1776,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,34,1987,23.9,0,0,0,8,38,10,18,12,7,0,0,0,116,6,2,75
1777,Junior Messias,br BRA,FWMF,Milan,it Serie A,30,1991,15.9,2,0,0,25,26,3,35,33,24,0,1,0,116,30,43,41.1
1778,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,29,1991,15.6,4,0,0,29,8,1,47,20,23,0,0,0,169,33,12,73.3
1779,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,32,1988,13.6,2,0,0,6,7,0,2,29,13,0,1,0,114,26,26,50
1780,Marco Meyerhöfer,de GER,DF,Greuther Fürth,de Bundesliga,25,1995,25.3,0,0,0,23,29,1,26,68,23,0,1,1,240,28,28,50
1781,Matt Miazga,us USA,DF,Alavés,es La Liga,26,1995,9.3,2,0,0,8,2,0,0,10,8,0,0,0,78,38,10,79.2
1782,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,21,1999,0.8,0,0,0,0,1,0,0,1,2,0,0,0,6,0,3,0
1783,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,31,1990,3.8,2,0,0,14,4,3,8,1,7,0,0,0,29,17,27,38.6
1784,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,18,2003,0.8,0,1,0,1,4,0,0,0,2,0,0,0,3,0,1,0
1785,Miguel,es ESP,FWMF,Alavés,es La Liga,21,1999,9.2,2,0,0,19,23,5,7,2,9,1,0,0,38,16,53,23.2
1786,Valentin Mihaila,ro ROU,FWMF,Atalanta,it Serie A,21,2000,0.8,0,0,0,2,0,0,4,0,1,0,0,0,7,2,5,28.6
1787,Mikael,br BRA,FWMF,Salernitana,it Serie A,22,1999,1,0,0,0,3,3,0,0,0,1,0,0,0,2,5,12,29.4
1788,Hilmir Mikaelsson,is ISL,FW,Venezia,it Serie A,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1789,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,20,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1790,William Mikelbrencis,fr FRA,DF,Metz,fr Ligue 1,17,2004,6.8,0,0,0,12,3,0,15,11,10,0,0,0,41,3,7,30
1791,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,23,1997,32.5,10,1,1,49,24,0,2,75,25,0,1,0,346,125,38,76.7
1792,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,27,1994,15.7,1,0,0,21,14,8,3,4,5,0,0,0,46,33,28,54.1
1793,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,26,1995,34.4,6,1,1,64,53,4,50,55,41,0,0,0,238,100,82,54.9
1794,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27,3,0,0,2,2,0,0,0,0,0,2,0,139,0,0,
1795,Éder Militão,br BRA,DF,Real Madrid,es La Liga,23,1998,33.7,5,0,0,41,41,1,12,70,40,1,0,0,303,96,36,72.7
1796,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,30,1991,8.6,1,0,0,17,12,0,15,9,13,0,1,1,96,17,8,68
1797,Luis Milla,es ESP,MF,Granada,es La Liga,26,1994,30.8,4,0,0,39,68,1,36,40,31,0,0,0,302,37,53,41.1
1798,Pere Milla,es ESP,FWMF,Elche,es La Liga,28,1992,18.3,4,0,0,26,53,9,10,21,18,0,1,0,130,29,56,34.1
1799,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,19,2002,0.6,0,0,0,1,2,0,0,2,0,0,0,0,5,3,1,75
1800,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,35,1986,9.5,2,0,0,17,20,0,20,22,23,0,0,0,109,14,11,56
1801,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,25,1995,26.3,4,0,0,56,49,10,12,15,21,2,0,0,136,141,178,44.2
1802,Yerry Mina,co COL,DF,Everton,eng Premier League,26,1994,9.4,3,0,0,9,9,1,2,10,12,0,0,0,85,38,17,69.1
1803,Takumi Minamino,jp JPN,FWMF,Liverpool,eng Premier League,26,1995,2.1,1,0,0,4,4,0,0,3,2,0,0,0,9,3,4,42.9
1804,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,28,1993,35.4,11,0,0,29,27,1,4,78,21,0,1,0,314,95,49,66
1805,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,22,1999,9.9,2,0,0,12,5,1,28,13,12,0,0,0,66,10,7,58.8
1806,Rafa Mir,es ESP,FW,Sevilla,es La Liga,24,1997,20.1,6,0,0,33,21,23,9,4,7,0,0,0,71,71,69,50.7
1807,Jorge Miramón,es ESP,DF,Levante,es La Liga,32,1989,22,5,0,0,32,26,0,40,45,25,0,0,0,163,26,23,53.1
1808,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,it Serie A,25,1995,8.6,0,0,0,17,22,3,8,4,5,0,0,0,58,10,19,34.5
1809,Juan Miranda,es ESP,DF,Betis,es La Liga,21,2000,8.7,3,0,0,15,16,0,28,13,13,0,0,0,68,17,19,47.2
1810,Fabio Miretti,it ITA,MF,Juventus,it Serie A,17,2003,3.6,0,0,0,4,4,0,2,2,5,0,0,0,27,5,4,55.6
1811,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,21,1999,34.5,1,0,0,22,17,2,56,79,54,1,0,0,316,33,40,45.2
1812,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,31,1990,29.6,8,1,0,16,3,0,0,41,8,0,0,0,268,93,40,69.9
1813,Maximilian Mittelstädt,de GER,DFFW,Hertha BSC,de Bundesliga,24,1997,16.6,3,0,0,25,38,1,54,60,31,0,1,0,136,29,33,46.8
1814,Henrikh Mkhitaryan,am ARM,MFFW,Roma,it Serie A,32,1989,27.7,4,1,1,48,56,5,34,43,32,1,0,0,264,12,19,38.7
1815,Jakub Moder,pl POL,MFFW,Brighton,eng Premier League,22,1999,18.9,1,0,0,23,11,0,28,22,29,0,0,0,145,22,41,34.9
1816,Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,33,1988,29,4,0,0,41,38,35,12,6,6,1,0,0,84,109,87,55.6
1817,Marco Modolo,it ITA,DF,Venezia,it Serie A,32,1989,4.4,2,0,0,6,4,0,0,6,3,0,0,0,29,12,11,52.2
1818,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,35,1985,22.6,4,0,0,24,41,1,33,31,13,0,0,0,160,10,16,38.5
1819,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,22,1999,30.1,1,0,0,28,22,15,15,10,14,1,0,0,111,59,101,36.9
1820,Kevin Möhwald,de GER,MF,Union Berlin,de Bundesliga,28,1993,3.9,2,0,0,5,4,2,5,4,3,0,0,0,50,5,5,50
1821,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,19,2001,1.4,0,0,0,1,4,0,2,0,0,0,0,0,12,1,3,25
1822,Johan Mojica,co COL,DF,Elche,es La Liga,28,1992,31.7,4,1,0,36,51,4,124,65,29,0,0,0,293,36,20,64.3
1823,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,20,2001,1.3,0,0,0,0,1,0,0,2,0,0,0,0,14,7,4,63.6
1824,Jorge Molina,es ESP,FW,Granada,es La Liga,39,1982,21.8,2,0,0,24,44,12,10,6,6,0,0,0,80,108,125,46.4
1825,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,23,1998,29.3,7,1,1,33,17,1,83,35,26,0,0,0,222,15,24,38.5
1826,Cristian Molinaro,it ITA,DF,Venezia,it Serie A,38,1983,6.1,0,0,0,7,8,1,11,9,9,0,0,0,45,8,4,66.7
1827,Florent Mollet,fr FRA,FWMF,Montpellier,fr Ligue 1,29,1991,29.2,6,0,0,37,49,10,55,37,17,0,0,0,180,14,29,32.6
1828,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,23,1998,32.4,2,0,0,21,23,1,52,34,19,0,0,0,279,25,26,49
1829,Monchu,es ESP,MF,Granada,es La Liga,21,1999,7.4,3,1,0,31,13,0,4,3,8,0,0,0,82,11,13,45.8
1830,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,30,1991,25,5,0,0,54,34,0,18,32,29,0,0,0,251,44,26,62.9
1831,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,24,1997,11.8,7,0,0,12,13,4,28,15,4,0,0,0,103,12,8,60
1832,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,1996,34,1,0,0,0,4,0,0,0,0,0,0,0,150,0,0,
1833,Ángel Montoro,es ESP,MF,Granada,es La Liga,33,1988,14.8,5,0,0,31,21,2,14,12,18,0,0,0,117,10,22,31.3
1834,Martín Montoya,es ESP,DF,Betis,es La Liga,30,1991,5.8,2,0,0,11,11,0,11,12,9,0,0,0,47,9,6,60
1835,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,24,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,50
1836,Álvaro Morata,es ESP,FW,Juventus,it Serie A,28,1992,25.6,5,0,0,49,84,20,28,16,15,2,1,0,117,39,41,48.8
1837,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,31,1989,5.2,1,0,0,7,2,0,3,10,5,0,0,0,58,10,16,38.5
1838,Jon Morcillo,es ESP,MF,Athletic Club,es La Liga,22,1998,0.6,2,0,0,4,1,0,6,0,0,0,0,0,11,1,0,100
1839,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,37,1984,6.7,0,0,0,3,8,0,0,18,12,0,0,0,60,8,9,47.1
1840,Alberto Moreno,es ESP,MFDF,Villarreal,es La Liga,29,1992,13.6,3,0,0,27,22,6,32,36,12,0,2,0,90,8,17,32
1841,Álex Moreno,es ESP,DF,Betis,es La Liga,28,1993,26.7,3,1,0,35,41,3,74,48,44,1,0,0,253,37,39,48.7
1842,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,29,1992,13.2,2,0,0,14,20,8,13,7,4,1,0,0,49,30,25,54.5
1843,Tete Morente,es ESP,MFFW,Elche,es La Liga,24,1996,18.1,4,0,0,34,28,8,43,17,14,0,0,0,130,19,24,44.2
1844,Ilaix Moriba,gn GUI,MF,RB Leipzig,de Bundesliga,18,2003,0.4,0,0,0,1,3,0,0,2,0,0,0,0,2,0,2,0
1845,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,18,2003,9.1,9,1,1,21,29,0,4,13,17,0,0,0,90,21,19,52.5
1846,Manu Morlanes,es ESP,MF,Espanyol,es La Liga,22,1999,12.7,6,1,0,16,15,0,5,22,20,0,0,0,140,22,24,47.8
1847,Raúl Moro,es ESP,FW,Lazio,it Serie A,18,2002,2.2,0,0,0,0,1,0,4,1,0,0,0,0,13,1,1,50
1848,Loren Morón,es ESP,FWMF,Espanyol,es La Liga,27,1993,6.3,0,0,0,11,15,7,5,1,7,0,0,0,24,30,32,48.4
1849,Loren Morón,es ESP,FW,Betis,es La Liga,27,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1850,Tyler Morton,eng ENG,MF,Liverpool,eng Premier League,18,2002,0.7,1,0,0,1,0,0,0,2,0,0,0,0,13,3,3,50
1851,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,17,2004,2.4,1,0,0,4,0,0,0,5,3,0,0,0,14,2,3,40
1852,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,25,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
1853,Lebo Mothiba,za RSA,FWMF,Troyes,fr Ligue 1,25,1996,5.8,1,0,0,10,15,4,3,7,6,1,0,0,15,8,16,33.3
1854,Andrei Motoc,ro ROU,DF,Salernitana,it Serie A,19,2002,1,0,0,0,0,2,0,0,3,2,0,0,0,4,0,1,0
1855,Baptiste Mouazan,fr FRA,MF,Lorient,fr Ligue 1,19,2001,1.1,0,0,0,3,0,0,2,1,3,0,0,0,6,1,2,33.3
1856,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2001,4.8,1,0,0,6,10,0,1,8,6,0,0,0,58,11,10,52.4
1857,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,16,2004,2.5,1,0,0,6,4,5,1,0,1,0,0,0,17,2,7,22.2
1858,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,23,1997,18.5,3,0,0,14,6,0,0,41,22,0,0,0,144,34,20,63
1859,Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,35,1986,7,3,1,1,1,2,0,0,0,0,0,0,0,35,0,0,
1860,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,26,1994,25.7,2,0,0,51,36,10,11,12,13,0,0,0,123,251,136,64.9
1861,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,22,1999,26.3,4,0,0,37,29,5,79,20,29,0,0,0,145,11,39,22
1862,Lucas Moura,br BRA,FWMF,Tottenham,eng Premier League,28,1992,19.7,4,0,0,26,53,3,26,22,14,0,0,0,139,48,33,59.3
1863,Lys Mousset,fr FRA,FWMF,Salernitana,it Serie A,25,1996,1.8,2,0,0,4,2,1,1,1,0,0,1,0,10,1,5,16.7
1864,João Moutinho,pt POR,MF,Wolves,eng Premier League,34,1986,33,4,0,0,49,23,0,32,48,54,0,1,0,356,18,27,40
1865,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,24,1996,16.8,5,0,0,37,11,0,7,24,42,0,0,0,152,16,22,42.1
1866,Toni Moya,es ESP,MF,Alavés,es La Liga,23,1998,15.4,2,0,0,34,12,0,30,26,18,0,1,0,155,19,21,47.5
1867,Samuel Mráz,sk SVK,FW,Spezia,it Serie A,24,1997,0.6,0,0,0,2,0,1,0,0,0,0,0,0,3,1,4,20
1868,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,23,1997,20.5,3,0,0,26,25,8,40,52,28,1,1,0,175,51,31,62.2
1869,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,22,1999,22.7,5,0,0,28,16,0,34,32,30,0,0,0,142,13,27,32.5
1870,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,1997,30,0,0,0,0,4,0,0,0,0,0,0,0,153,0,0,
1871,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,31,1989,28.4,0,0,0,16,33,12,77,23,25,0,0,1,144,45,64,41.3
1872,Bali Mumba,eng ENG,DF,Norwich City,eng Premier League,19,2001,0.5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
1873,Marshall Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,25,1996,20.9,7,0,0,45,25,2,2,48,23,1,0,0,166,54,35,60.7
1874,Iker Muniain,es ESP,MF,Athletic Club,es La Liga,28,1992,30.9,3,0,0,15,99,5,80,23,21,2,0,0,168,6,12,33.3
1875,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,23,1997,14.9,4,1,1,28,16,0,33,26,18,0,0,0,133,27,31,46.6
1876,Luis Muriel,co COL,FW,Atalanta,it Serie A,30,1991,17.1,1,0,0,16,29,7,32,9,7,0,0,0,99,33,38,46.5
1877,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,29,1992,12.4,5,1,0,13,14,0,0,15,7,0,1,0,121,34,26,56.7
1878,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,27,1994,16,6,0,0,29,17,7,8,12,3,0,0,0,78,144,107,57.4
1879,Vedat Muriqi,xk KVX,FW,Lazio,it Serie A,27,1994,2.4,1,0,0,6,9,1,1,1,0,1,0,0,7,13,18,41.9
1880,Jacob Murphy,eng ENG,FWDF,Newcastle Utd,eng Premier League,26,1995,16.4,4,0,0,24,17,2,49,33,17,0,1,0,123,13,34,27.7
1881,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,26,1994,10.9,5,0,0,21,6,2,20,16,20,0,1,0,75,14,10,58.3
1882,Yunus Musah,us USA,MFFW,Valencia,es La Liga,18,2002,14,5,0,0,29,16,0,25,14,9,0,1,0,69,19,26,42.2
1883,Torben Müsel,de GER,MF,M'Gladbach,de Bundesliga,22,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1884,Jamal Musiala,de GER,MFFW,Bayern Munich,de Bundesliga,18,2003,16.3,2,0,0,17,29,3,9,34,25,0,0,0,162,11,16,40.7
1885,Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,1994,32.6,1,1,0,2,1,0,0,0,0,0,1,0,139,0,0,
1886,Shkodran Mustafi,de GER,DF,Levante,es La Liga,29,1992,7.3,1,0,0,5,5,3,0,13,4,0,0,0,72,29,8,78.4
1887,Junior Mwanga,fr FRA,DF,Bordeaux,fr Ligue 1,18,2003,1,0,0,0,0,0,0,1,3,6,0,0,0,9,1,0,100
1888,Enock Mwepu,zm ZAM,MFFW,Brighton,eng Premier League,23,1998,11.1,2,0,0,24,17,2,9,16,14,1,1,0,104,12,30,28.6
1889,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,22,1999,11.7,0,0,0,15,11,0,27,25,14,1,0,0,101,13,17,43.3
1890,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,21,1999,31.7,3,0,0,49,15,4,10,64,43,0,1,1,336,141,82,63.2
1891,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,25,1996,13.7,5,0,0,23,18,0,2,27,14,0,0,0,105,16,11,59.3
1892,Eric N'Jo,fr FRA,DF,Troyes,fr Ligue 1,17,2004,1.1,0,0,0,3,0,0,0,1,0,0,0,0,7,2,2,50
1893,Vital N'Simba,cd COD,DF,Clermont Foot,fr Ligue 1,28,1993,31,4,0,0,27,51,0,85,61,64,0,0,0,257,17,27,38.6
1894,Nacho,es ESP,DF,Real Madrid,es La Liga,31,1990,17.3,7,0,0,17,15,0,6,37,11,0,0,0,130,34,25,57.6
1895,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,28.5,4,0,0,50,29,1,1,76,52,0,1,0,244,72,38,65.5
1896,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,27,1994,10,5,0,0,22,10,0,1,23,19,0,0,0,107,11,11,50
1897,Nahitan Nández,uy URU,MFDF,Cagliari,it Serie A,25,1995,16.9,4,0,0,30,40,12,49,12,28,0,0,0,92,46,54,46
1898,Nani,pt POR,FWMF,Venezia,it Serie A,34,1986,3.2,1,0,0,2,10,0,8,7,2,0,0,0,23,5,5,50
1899,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,1994,22,1,0,0,0,4,0,0,0,0,0,0,0,82,0,0,
1900,Nikolas Nartey,dk DEN,MFDF,Stuttgart,de Bundesliga,21,2000,4.5,1,0,0,10,6,1,8,7,4,0,0,0,35,14,3,82.4
1901,Matija Nastasić,rs SRB,DF,Fiorentina,it Serie A,28,1993,2.4,1,0,0,3,0,0,0,6,2,0,0,0,15,2,2,50
1902,Roberto Navarro,es ESP,MFFW,Real Sociedad,es La Liga,19,2002,2.2,0,0,0,3,2,1,2,1,4,0,0,0,14,4,9,30.8
1903,Ximo Navarro,es ESP,DF,Alavés,es La Liga,31,1990,15,4,1,0,16,26,2,19,31,13,0,2,0,112,26,22,54.2
1904,Jesús Navas,es ESP,DF,Sevilla,es La Liga,35,1985,19.8,4,0,0,5,13,1,87,25,6,0,0,0,141,12,30,28.6
1905,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34,1986,20.6,0,1,0,0,1,0,0,0,0,0,0,0,96,0,0,
1906,Papa Ndiaga Yade,sn SEN,DFMF,Metz,fr Ligue 1,21,2000,7.7,3,0,0,10,7,0,27,15,9,0,0,0,42,3,8,27.3
1907,Loum Ndiaye,sn SEN,MF,Alavés,es La Liga,24,1996,25.7,10,0,0,63,25,1,3,42,32,0,0,0,303,103,43,70.5
1908,Wilfred Ndidi,ng NGA,MFDF,Leicester City,eng Premier League,24,1996,18,4,0,0,34,26,1,2,45,47,0,2,0,249,56,34,62.2
1909,Tanguy Ndombele,fr FRA,MF,Tottenham,eng Premier League,24,1996,5.4,1,0,0,5,12,0,2,3,10,0,0,0,37,2,3,40
1910,Tanguy Ndombele,fr FRA,MF,Lyon,fr Ligue 1,24,1996,7.8,3,0,0,16,20,0,4,9,19,0,0,0,73,7,5,58.3
1911,Dan Ndoye,ch SUI,FWMF,Nice,fr Ligue 1,20,2000,2.3,0,0,0,3,2,1,2,0,1,0,0,0,10,3,7,30
1912,Paul Nebel,de GER,MFFW,Mainz 05,de Bundesliga,18,2002,2.5,3,0,0,7,3,1,5,2,4,0,0,0,16,1,12,7.7
